team,name,salary,playerID
Cleveland Indians,Greg Allen,370599,656185
Cleveland Indians,Adam Plutko,361064,592644
Cleveland Indians,Zach Plesac,343160,668676
Cleveland Indians,Carlos Santana,8333334,467793
Cleveland Indians,Francisco Lindor,6481481,596019
Cleveland Indians,Carlos Carrasco,3796296,471911
Cleveland Indians,Jose Ramirez,2714815,608070
Cleveland Indians,Brad Hand,2592593,543272
Cleveland Indians,Cesar Hernandez,2407815,514917
Cleveland Indians,Roberto Perez,1513889,547379
Cleveland Indians,Oliver Perez,1111111,424144
Cleveland Indians,Sandy Leon,740741,506702
Cleveland Indians,Delino DeShields,694444,592261
Cleveland Indians,Tyler Naquin,537037,571980
Cleveland Indians,Austin Hedges,464352,595978
Cleveland Indians,Nick Wittgren,416667,621295
Cleveland Indians,Shane Bieber,230815,669456
Cleveland Indians,Franmil Reyes,217185,614177
Cleveland Indians,Mike Freeman,212963,502273
Cleveland Indians,Adam Plutko,212889,592644
Cleveland Indians,Jordan Luplow,212778,656669
Cleveland Indians,Phil Maton,211889,664208
Cleveland Indians,Aaron Civale,208704,650644
Cleveland Indians,James Karinchak,208704,675916
Cleveland Indians,Cam Hill,174440,657611
Cleveland Indians,Oscar Mercado,168010,640458
Cleveland Indians,Zach Plesac,158865,668676
Cleveland Indians,Adam Cimber,157486,643256
Cleveland Indians,Triston McKenzie,115255,663474
Cleveland Indians,Jose Ramirez,9400000,608070
Cleveland Indians,Roberto Perez,5500000,547379
Cleveland Indians,Cesar Hernandez,5000000,514917
Cleveland Indians,Austin Hedges,3280000,595978
Cleveland Indians,Amed Rosario,2400000,642708
Cleveland Indians,Nick Wittgren,2000000,621295
Cleveland Indians,Blake Parker,1612920,453284
Cleveland Indians,Bryan Shaw,1000000,543766
Cleveland Indians,Phil Maton,975000,664208
Cleveland Indians,Franmil Reyes,602400,614177
Cleveland Indians,Zach Plesac,590200,668676
Cleveland Indians,Cal Quantrill,586200,615698
Cleveland Indians,James Karinchak,585000,675916
Cleveland Indians,Emmanuel Clase,571800,661403
Cleveland Indians,Trevor Stephan,570500,663986
Cleveland Indians,Harold Ramirez,482868,623912
Cleveland Indians,Nick Sandlin,478452,680704
Cleveland Indians,Triston McKenzie,436113,663474
Cleveland Indians,Bradley Zimmer,400029,605548
Cleveland Indians,Bobby Bradley,368040,656252
Cleveland Indians,Eli Morgan,361906,669212
Cleveland Indians,Ernie Clement,343504,0
Cleveland Indians,Justin Garza,309767,0
Cleveland Indians,Oscar Mercado,297499,640458
Cleveland Indians,Daniel Johnson,276030,669288
Cleveland Indians,Johnson,269896,0
Colorado Rockies,Nolan Arenado,26050000,571448
Colorado Rockies,Charlie Blackmon,21333333,453568
Colorado Rockies,Wade Davis,18000000,451584
Colorado Rockies,Ian Desmond,15000000,435622
Colorado Rockies,Daniel Murphy,10000000,502517
Colorado Rockies,Jake McGee,8500000,459429
Colorado Rockies,Bryan Shaw,8500000,543766
Colorado Rockies,Trevor Story,5000000,596115
Colorado Rockies,Tony Wolters,960000,547172
Colorado Rockies,David Dahl,560000,621311
Colorado Rockies,Ryan McMahon,560000,641857
Colorado Rockies,Raimel Tapia,560000,606132
Colorado Rockies,Carlos Estevez,540104,608032
Colorado Rockies,Antonio Senzatela,454661,622608
Colorado Rockies,Garrett Hampson,449250,641658
Colorado Rockies,Kyle Freeland,434434,607536
Colorado Rockies,Jairo Diaz,390904,545064
Colorado Rockies,Peter Lambert,346144,663567
Colorado Rockies,Jesus Tinoco,253640,622786
Colorado Rockies,Yency Almonte,250656,622075
Colorado Rockies,Pat Valaika,238720,642162
Colorado Rockies,Johnson,233610,0
Colorado Rockies,Yonder Alonso,205896,475174
Colorado Rockies,Chi Chi Gonzalez,205896,592346
Colorado Rockies,Jeff Hoffman,199928,656546
Colorado Rockies,Sam Howard,158152,607572
Colorado Rockies,Charlie Blackmon,8111111,453568
Colorado Rockies,Trevor Story,3962963,596115
Colorado Rockies,Daniel Murphy,2962963,502517
Colorado Rockies,German Marquez,1966667,608566
Colorado Rockies,Kyle Freeland,1064815,607536
Colorado Rockies,Tony Wolters,703704,547172
Colorado Rockies,Kevin Pillar,657832,607680
Colorado Rockies,Mychal Givens,517012,571710
Colorado Rockies,Carlos Estevez,400000,608032
Colorado Rockies,Drew Butera,370370,460077
Colorado Rockies,Matt Kemp,370370,461314
Colorado Rockies,Elias Diaz,212963,553869
Colorado Rockies,Jairo Diaz,212407,545064
Colorado Rockies,Ryan McMahon,212407,641857
Colorado Rockies,Antonio Senzatela,212407,622608
Colorado Rockies,Raimel Tapia,212407,606132
Colorado Rockies,Garrett Hampson,210556,641658
Colorado Rockies,Jeff Hoffman,210556,656546
Colorado Rockies,Tyler Kinley,210556,641755
Colorado Rockies,Yency Almonte,209444,622075
Colorado Rockies,Daniel Bard,208704,453268
Colorado Rockies,Sam Hilliard,196938,656541
Colorado Rockies,Josh Fuentes,168804,0
Colorado Rockies,Ryan Castellani,161980,624418
Colorado Rockies,Ashton Goudeau,143290,623485
Colorado Rockies,Ramos,28607,0
Colorado Rockies,Charlie Blackmon,21333333,453568
Colorado Rockies,Trevor Story,18500000,596115
Colorado Rockies,German Marquez,7800000,608566
Colorado Rockies,Jon Gray,6000000,592351
Colorado Rockies,Kyle Freeland,5025000,607536
Colorado Rockies,Mychal Givens,4050000,571710
Colorado Rockies,Antonio Senzatela,3000000,622608
Colorado Rockies,Daniel Bard,2925000,453268
Colorado Rockies,Ryan McMahon,2375000,641857
Colorado Rockies,Raimel Tapia,1950000,606132
Colorado Rockies,Carlos Estevez,1450000,608032
Colorado Rockies,Elias Diaz,1200000,553869
Colorado Rockies,Chi Chi Gonzalez,1100000,592346
Colorado Rockies,Jhoulys Chacin,1000000,468504
Colorado Rockies,Cron,1000000,0
Colorado Rockies,Chris Owings,1000000,572008
Colorado Rockies,Matt Adams,844086,571431
Colorado Rockies,Garrett Hampson,580500,641658
Colorado Rockies,Tyler Kinley,580500,641755
Colorado Rockies,Yency Almonte,575500,622075
Colorado Rockies,Josh Fuentes,575500,0
Colorado Rockies,Brendan Rodgers,575500,663898
Colorado Rockies,Yonathan Daza,572500,602074
Colorado Rockies,Dom Nunez,572500,624513
Colorado Rockies,Lucas Gilbreath,450849,656458
Colorado Rockies,Justin Lawrence,392576,664875
Detroit Tigers,Miguel Cabrera,30000000,408234
Detroit Tigers,Jordan Zimmermann,25000000,519455
Detroit Tigers,Jordy Mercer,5250000,474568
Detroit Tigers,Matt Boyd,2600000,0
Detroit Tigers,Daniel Norris,1275000,596057
Detroit Tigers,Gordon Beckham,700000,493596
Detroit Tigers,Buck Farmer,570800,571656
Detroit Tigers,Joe Jimenez,569200,641729
Detroit Tigers,Spencer Turnbull,556100,605513
Detroit Tigers,Grayson Greiner,528528,606988
Detroit Tigers,Christin Stewart,523425,621514
Detroit Tigers,Brandon Dixon,492360,641525
Detroit Tigers,Victor Alcantara,429858,622505
Detroit Tigers,Nick Ramirez,426712,598286
Detroit Tigers,Harold Castro,390904,605612
Detroit Tigers,Ronny Rodriguez,378968,500135
Detroit Tigers,Drew VerHagen,320355,572403
Detroit Tigers,Gregory Soto,313320,642397
Detroit Tigers,Dawel Lugo,283480,608475
Detroit Tigers,Jose Cisnero,274528,542585
Detroit Tigers,Victor Reyes,250656,622682
Detroit Tigers,Zac Reininger,217832,643617
Detroit Tigers,Jake Rogers,185008,668670
Detroit Tigers,Travis Demeritte,179040,641513
Detroit Tigers,Tyler Alexander,173072,641302
Detroit Tigers,Matt Hall,164120,664180
Detroit Tigers,Miguel Cabrera,11111111,408234
Detroit Tigers,Jordan Zimmermann,9259259,519455
Detroit Tigers,Matt Boyd,1962963,0
Detroit Tigers,Austin Romine,1537037,519222
Detroit Tigers,Daniel Norris,1097222,596057
Detroit Tigers,Michael Fulmer,1037037,605242
Detroit Tigers,Buck Farmer,425926,571656
Detroit Tigers,Niko Goodrum,258593,592348
Detroit Tigers,Joe Jimenez,216630,641729
Detroit Tigers,Jeimer Candelario,216037,600869
Detroit Tigers,Victor Reyes,212556,622682
Detroit Tigers,Spencer Turnbull,212407,605513
Detroit Tigers,Jose Cisnero,211556,542585
Detroit Tigers,Harold Castro,211370,605612
Detroit Tigers,Gregory Soto,210296,642397
Detroit Tigers,Tyler Alexander,209852,641302
Detroit Tigers,Bryan Garcia,209037,650530
Detroit Tigers,Rony Garcia,208704,665621
Detroit Tigers,Casey Mize,130830,663554
Detroit Tigers,Isaac Paredes,130830,670623
Detroit Tigers,Tarik Skubal,130830,669373
Detroit Tigers,Jorge Bonifacio,124600,593528
Detroit Tigers,Derek Hill,80990,656537
Detroit Tigers,Daz Cameron,59185,663662
Detroit Tigers,Sergio Alcantara,56070,642727
Detroit Tigers,Nick Ramirez,56070,598286
Detroit Tigers,Miguel Cabrera,30000000,408234
Detroit Tigers,Robbie Grossman,5000000,543257
Detroit Tigers,Jonathan Schoop,4500000,570731
Detroit Tigers,Daniel Norris,3475000,596057
Detroit Tigers,Jose Urena,3250000,570632
Detroit Tigers,Jeimer Candelario,2850000,600869
Detroit Tigers,Niko Goodrum,2100000,592348
Detroit Tigers,Buck Farmer,1850000,571656
Detroit Tigers,Nomar Mazara,1750000,608577
Detroit Tigers,Joe Jimenez,1500000,641729
Detroit Tigers,Jose Cisnero,970000,542585
Detroit Tigers,Derek Holland,925000,502706
Detroit Tigers,Wily Peralta,887150,503449
Detroit Tigers,Erasmo Ramirez,640849,541640
Detroit Tigers,Harold Castro,581700,605612
Detroit Tigers,Gregory Soto,579600,642397
Detroit Tigers,Tyler Alexander,578800,641302
Detroit Tigers,Willi Castro,578500,650489
Detroit Tigers,Tarik Skubal,574300,669373
Detroit Tigers,Casey Mize,574100,663554
Detroit Tigers,Akil Baddoo,570500,668731
Detroit Tigers,Kyle Funkhouser,460050,608335
Detroit Tigers,Jake Rogers,456983,668670
Detroit Tigers,Eric Haase,441648,606992
Detroit Tigers,Zack Short,334303,670097
Detroit Tigers,Ian Krol,269896,571871
Houston Astros,Justin Verlander,20000000,434378
Houston Astros,Michael Brantley,16000000,488726
Houston Astros,Gerrit Cole,13500000,543037
Houston Astros,Josh Reddick,13000000,502210
Houston Astros,George Springer,12000000,543807
Houston Astros,Yulieski Gurriel,10400000,0
Houston Astros,Jose Altuve,9500000,514888
Houston Astros,Joe Smith,8000000,501925
Houston Astros,Roberto Osuna,6500000,532077
Houston Astros,Robinson Chirinos,5750000,455139
Houston Astros,Carlos Correa,5000000,621043
Houston Astros,Wade Miley,5000000,489119
Houston Astros,Zack Greinke,4537635,425844
Houston Astros,Hector Rondon,4500000,444468
Houston Astros,Will Harris,4225000,501789
Houston Astros,Brad Peacock,3110000,502748
Houston Astros,Ryan Pressly,2900000,519151
Houston Astros,Alex Bregman,2307166,608324
Houston Astros,Jake Marisnick,2212500,545350
Houston Astros,Aledmys Diaz,2000000,649557
Houston Astros,Chris Devenski,1525000,606965
Houston Astros,Martin Maldonado,806452,455117
Houston Astros,Josh James,566800,657624
Houston Astros,Yordan Alvarez,337192,670541
Houston Astros,Cy Sneed,202912,605482
Houston Astros,Joseph Biagini,183882,0
Houston Astros,Jose Altuve,12703704,514888
Houston Astros,George Springer,7777778,543807
Houston Astros,Zack Greinke,6950617,425844
Houston Astros,Michael Brantley,6555556,488726
Houston Astros,Alex Bregman,5740741,608324
Houston Astros,Josh Reddick,4814815,502210
Houston Astros,Yulieski Gurriel,3474074,0
Houston Astros,Ryan Pressly,3240741,519151
Houston Astros,Carlos Correa,2962963,621043
Houston Astros,Lance McCullers,1518519,0
Houston Astros,Martin Maldonado,1296296,455117
Houston Astros,Aledmys Diaz,962963,649557
Houston Astros,Dustin Garneau,250041,572863
Houston Astros,Josh James,218778,657624
Houston Astros,Framber Valdez,215630,664285
Houston Astros,Jose Urquidy,212815,664353
Houston Astros,Abraham Toro,212481,647351
Houston Astros,Myles Straw,211593,664702
Houston Astros,Kyle Tucker,210630,663656
Houston Astros,Cy Sneed,210481,605482
Houston Astros,Cristian Javier,208704,664299
Houston Astros,Enoli Paredes,208704,660600
Houston Astros,Blake Taylor,208704,642130
Houston Astros,Andre Scrubb,193129,668687
Houston Astros,Jack Mayfield,180670,608686
Houston Astros,Brooks Raley,152635,548384
Houston Astros,Jose Altuve,29000000,514888
Houston Astros,Zack Greinke,24666667,425844
Houston Astros,Michael Brantley,16000000,488726
Houston Astros,Jake Odorizzi,9000000,543606
Houston Astros,Ryan Pressly,8750000,519151
Houston Astros,Lance McCullers,7083333,0
Houston Astros,Yulieski Gurriel,6500000,0
Houston Astros,Joe Smith,4000000,501925
Houston Astros,Martin Maldonado,3500000,455117
Houston Astros,Jason Castro,3500000,488771
Houston Astros,Ryne Stanek,1100000,592773
Houston Astros,Framber Valdez,637300,664285
Houston Astros,Kyle Tucker,624300,663656
Houston Astros,Yordan Alvarez,609000,670541
Houston Astros,Blake Taylor,599100,642130
Houston Astros,Myles Straw,590400,664702
Houston Astros,Cristian Javier,580290,664299
Houston Astros,Luis Garcia,580100,472610
Houston Astros,Bryan Abreu,574100,650556
Houston Astros,Chas McCormick,570500,676801
Houston Astros,Brandon Bielak,566720,656232
Houston Astros,Robel Garcia,558659,596825
Houston Astros,Andre Scrubb,514206,668687
Houston Astros,Taylor Jones,423246,622100
Houston Astros,Abraham Toro,371107,647351
Houston Astros,Justin Verlander,33000000,434378
Kansas City Royals,Alex Gordon,20000000,460086
Kansas City Royals,Ian Kennedy,16500000,453178
Kansas City Royals,Danny Duffy,15250000,518633
Kansas City Royals,Jorge Soler,4666667,624585
Kansas City Royals,Whit Merrifield,1000000,593160
Kansas City Royals,Mike Montgomery,996989,543557
Kansas City Royals,Jesse Hahn,800000,534910
Kansas City Royals,Scott Barlow,604635,605130
Kansas City Royals,Jake Junis,578250,0
Kansas City Royals,Brad Keller,578175,641745
Kansas City Royals,Adalberto Mondesi,576000,609275
Kansas City Royals,Hunter Dozier,567225,641531
Kansas City Royals,Jorge Lopez,562250,605347
Kansas City Royals,Cheslor Cuthbert,557540,596144
Kansas City Royals,Cameron Gallagher,557125,0
Kansas City Royals,Glenn Sparkman,480424,642098
Kansas City Royals,Kevin McCarthy,447696,641838
Kansas City Royals,Ryan O,428714,0
Kansas City Royals,Hearn,414776,0
Kansas City Royals,Nicholas Lopez,397150,0
Kansas City Royals,Eric Skoglund,339020,607215
Kansas City Royals,Tim Hill,313320,657612
Kansas City Royals,Jake Newberry,259608,623470
Kansas City Royals,Humberto Arteaga,238720,600858
Kansas City Royals,Bubba Starling,226784,605490
Kansas City Royals,Meibrys Viloria,214848,650619
Kansas City Royals,Salvador Perez,6014815,521692
Kansas City Royals,Danny Duffy,5648148,518633
Kansas City Royals,Jorge Soler,2703704,624585
Kansas City Royals,Whit Merrifield,1851852,593160
Kansas City Royals,Maikel Franco,1482593,596748
Kansas City Royals,Alex Gordon,1481481,460086
Kansas City Royals,Greg Holland,1250000,518813
Kansas City Royals,Mike Montgomery,1148148,543557
Kansas City Royals,Jesse Hahn,259259,534910
Kansas City Royals,Scott Barlow,240741,605130
Kansas City Royals,Brad Keller,227037,641745
Kansas City Royals,Hunter Dozier,226111,641531
Kansas City Royals,Adalberto Mondesi,223889,609275
Kansas City Royals,Cameron Gallagher,215000,0
Kansas City Royals,Ryan O,213685,0
Kansas City Royals,Hearn,211574,0
Kansas City Royals,Nicholas Lopez,211519,0
Kansas City Royals,Franchy Cordero,209611,614173
Kansas City Royals,Josh Staumont,208704,622251
Kansas City Royals,Tyler Zuber,202474,676604
Kansas City Royals,Brady Singer,201660,663903
Kansas City Royals,Jake Junis,195858,0
Kansas City Royals,Jake Newberry,183784,623470
Kansas City Royals,Kris Bubic,161980,663460
Kansas City Royals,Nick Heath,150096,670084
Kansas City Royals,Chance Adams,90335,664856
Kansas City Royals,Danny Duffy,15500000,518633
Kansas City Royals,Salvador Perez,14200000,521692
Kansas City Royals,Jorge Soler,8050000,624585
Kansas City Royals,Whit Merrifield,7250000,593160
Kansas City Royals,Mike Minor,7000000,501985
Kansas City Royals,Carlos Santana,7000000,467793
Kansas City Royals,Andrew Benintendi,3800000,643217
Kansas City Royals,Brad Keller,3350000,641745
Kansas City Royals,Greg Holland,2750000,518813
Kansas City Royals,Hunter Dozier,2500000,641531
Kansas City Royals,Michael Taylor,1750000,0
Kansas City Royals,Hanser Alberto,1650000,593643
Kansas City Royals,Jarrod Dyson,1500000,502481
Kansas City Royals,Ervin Santana,1500000,429722
Kansas City Royals,Scott Barlow,650000,605130
Kansas City Royals,Nicholas Lopez,597500,0
Kansas City Royals,Brady Singer,593700,663903
Kansas City Royals,Josh Staumont,588700,622251
Kansas City Royals,Kyle Zimmer,588700,622092
Kansas City Royals,Anthony Swarzak,575232,461872
Kansas City Royals,Jake Brentz,570500,641394
Kansas City Royals,Kris Bubic,475385,663460
Kansas City Royals,Ryan O,426313,0
Kansas City Royals,Hearn,404844,0
Kansas City Royals,Carlos Hernandez,355772,672578
Kansas City Royals,Sebastian Rivero,297499,665861
Los Angeles Angels,Albert Pujols,28000000,405395
Los Angeles Angels,Justin Upton,18000000,457708
Los Angeles Angels,Mike Trout,17666667,545361
Los Angeles Angels,Andrelton Simmons,13000000,592743
Los Angeles Angels,Kole Calhoun,10500000,594777
Los Angeles Angels,Trevor Cahill,9000000,502239
Los Angeles Angels,Andrew Heaney,3400000,571760
Los Angeles Angels,Justin Bour,2500000,571506
Los Angeles Angels,Luis Garcia,1675000,472610
Los Angeles Angels,Hansel Robles,1400000,570663
Los Angeles Angels,Tommy La Stella,1350000,600303
Los Angeles Angels,Shohei Ohtani,650000,660271
Los Angeles Angels,Brian Goodwin,583500,571718
Los Angeles Angels,Kevan Smith,572500,607345
Los Angeles Angels,Noe Ramirez,569000,598287
Los Angeles Angels,Keynan Middleton,563500,641871
Los Angeles Angels,David Fletcher,561500,664058
Los Angeles Angels,Ty Buttrey,557250,621142
Los Angeles Angels,Justin Anderson,516249,605121
Los Angeles Angels,Taylor Cole,335664,518566
Los Angeles Angels,Luke Bard,299827,572703
Los Angeles Angels,Michael Hermosillo,293216,641684
Los Angeles Angels,Jose Suarez,265576,660761
Los Angeles Angels,Matt Thaiss,265576,642136
Los Angeles Angels,Jaime Barria,251490,642545
Los Angeles Angels,Dillon Peters,214848,596071
Los Angeles Angels,Mike Trout,15000000,545361
Los Angeles Angels,Albert Pujols,10740741,405395
Los Angeles Angels,Anthony Rendon,10015872,543685
Los Angeles Angels,Justin Upton,7777778,457708
Los Angeles Angels,Julio Teheran,3333333,527054
Los Angeles Angels,Dylan Bundy,1851852,605164
Los Angeles Angels,Andrew Heaney,1592593,571760
Los Angeles Angels,Hansel Robles,1425926,570663
Los Angeles Angels,Cam Bedrosian,1037037,592135
Los Angeles Angels,Matt Andriese,516667,542882
Los Angeles Angels,Noe Ramirez,333333,598287
Los Angeles Angels,Max Stassi,296296,545358
Los Angeles Angels,Shohei Ohtani,259259,660271
Los Angeles Angels,David Fletcher,219815,664058
Los Angeles Angels,Felix Pena,217593,570240
Los Angeles Angels,Ty Buttrey,214259,621142
Los Angeles Angels,Mike Mayers,212222,594577
Los Angeles Angels,Griffin Canning,211296,656288
Los Angeles Angels,Jacob Barnes,208704,606930
Los Angeles Angels,Hoby Milner,208704,571948
Los Angeles Angels,Jordon Adell,174440,0
Los Angeles Angels,Taylor Ward,159732,621493
Los Angeles Angels,Anthony Bemboom,137060,621532
Los Angeles Angels,Jared Walsh,133945,665120
Los Angeles Angels,Patrick Sandoval,121953,663776
Los Angeles Angels,Luke Bard,90335,572703
Los Angeles Angels,Raisel Iglesias,9125000,628452
Los Angeles Angels,Dylan Bundy,8325000,605164
Los Angeles Angels,Jose Quintana,8000000,500779
Los Angeles Angels,Andrew Heaney,6750000,571760
Los Angeles Angels,Alex Cobb,5000000,502171
Los Angeles Angels,Jose Iglesias,3500000,578428
Los Angeles Angels,Shohei Ohtani,3000000,660271
Los Angeles Angels,David Fletcher,2000000,664058
Los Angeles Angels,Max Stassi,1600000,545358
Los Angeles Angels,Kurt Suzuki,1500000,435559
Los Angeles Angels,Juan Lagares,1216320,501571
Los Angeles Angels,Mike Mayers,1200000,594577
Los Angeles Angels,Alexander Claudio,1125000,0
Los Angeles Angels,Steve Cishek,1000000,518553
Los Angeles Angels,Tony Watson,1000000,453265
Los Angeles Angels,Junior Guerra,750000,448855
Los Angeles Angels,Jared Walsh,590500,665120
Los Angeles Angels,Jose Rojas,481519,670351
Los Angeles Angels,Taylor Ward,479425,621493
Los Angeles Angels,Patrick Sandoval,469251,663776
Los Angeles Angels,Philip Gosselin,466184,0
Los Angeles Angels,Jose Suarez,401777,660761
Los Angeles Angels,Luis Rengifo,361906,650859
Los Angeles Angels,Kean Wong,340437,642221
Los Angeles Angels,Andrew Wantz,282164,0
Los Angeles Angels,Jack Mayfield,272963,608686
Los Angeles Dodgers,Clayton Kershaw,31000000,477132
Los Angeles Dodgers,Kenley Jansen,19333334,445276
Los Angeles Dodgers,Justin Turner,19000000,457759
Los Angeles Dodgers,Rich Hill,18666668,448179
Los Angeles Dodgers,Hyun,17900000,0
Los Angeles Dodgers,Kenta Maeda,8525000,628317
Los Angeles Dodgers,Joc Pederson,5000000,592626
Los Angeles Dodgers,David Freese,4500000,501896
Los Angeles Dodgers,Corey Seager,4000000,608369
Los Angeles Dodgers,Pollock,4000000,0
Los Angeles Dodgers,Enrique Hernandez,3725000,571771
Los Angeles Dodgers,Russell Martin,3600000,431145
Los Angeles Dodgers,Chris Taylor,3500000,621035
Los Angeles Dodgers,Joe Kelly,3000000,523260
Los Angeles Dodgers,Jedd Gyorko,2623656,576397
Los Angeles Dodgers,Pedro Baez,2100000,520980
Los Angeles Dodgers,Yimi Garcia,710000,554340
Los Angeles Dodgers,Cody Bellinger,605000,641355
Los Angeles Dodgers,Ross Stripling,595000,548389
Los Angeles Dodgers,Max Muncy,575000,571970
Los Angeles Dodgers,Walker Buehler,570000,621111
Los Angeles Dodgers,Julio Urias,565000,628711
Los Angeles Dodgers,Dylan Floro,510384,571670
Los Angeles Dodgers,Austin Barnes,451286,605131
Los Angeles Dodgers,Caleb Ferguson,436595,657571
Los Angeles Dodgers,Matt Beaty,405824,607461
Los Angeles Dodgers,Clayton Kershaw,16308641,477132
Los Angeles Dodgers,Mookie Betts,10000000,605141
Los Angeles Dodgers,Justin Turner,8037037,457759
Los Angeles Dodgers,Pollock,7444444,0
Los Angeles Dodgers,Kenley Jansen,6666667,445276
Los Angeles Dodgers,Cody Bellinger,4259259,641355
Los Angeles Dodgers,Blake Treinen,3703704,595014
Los Angeles Dodgers,Joe Kelly,3148148,523260
Los Angeles Dodgers,Joc Pederson,2870370,592626
Los Angeles Dodgers,Corey Seager,2814815,608369
Los Angeles Dodgers,Enrique Hernandez,2185185,571771
Los Angeles Dodgers,Chris Taylor,2074074,621035
Los Angeles Dodgers,Max Muncy,1870370,571970
Los Angeles Dodgers,Pedro Baez,1481481,520980
Los Angeles Dodgers,Alex Wood,1481481,622072
Los Angeles Dodgers,Austin Barnes,407407,605131
Los Angeles Dodgers,Julio Urias,370370,628711
Los Angeles Dodgers,Walker Buehler,223519,621111
Los Angeles Dodgers,Dylan Floro,219815,571670
Los Angeles Dodgers,Dustin May,212407,669160
Los Angeles Dodgers,Will Smith,212407,519293
Los Angeles Dodgers,Brusdar Graterol,209630,660813
Los Angeles Dodgers,Edwin Rios,209630,621458
Los Angeles Dodgers,Jake McGee,208704,459429
Los Angeles Dodgers,Adam Kolarek,190334,592473
Los Angeles Dodgers,Victor Gonzalez,143290,624647
Los Angeles Dodgers,Mookie Betts,22500000,605141
Los Angeles Dodgers,Kenley Jansen,20000000,445276
Los Angeles Dodgers,Pollock,18000000,0
Los Angeles Dodgers,Cody Bellinger,16100000,641355
Los Angeles Dodgers,David Price,16000000,456034
Los Angeles Dodgers,Justin Turner,12000000,457759
Los Angeles Dodgers,Max Muncy,9000000,571970
Los Angeles Dodgers,Joe Kelly,8500000,523260
Los Angeles Dodgers,Blake Treinen,8000000,595014
Los Angeles Dodgers,Chris Taylor,7800000,621035
Los Angeles Dodgers,Walker Buehler,3750000,621111
Los Angeles Dodgers,Julio Urias,3600000,628711
Los Angeles Dodgers,Austin Barnes,1650000,605131
Los Angeles Dodgers,Scott Alexander,1000000,518397
Los Angeles Dodgers,Will Smith,590500,519293
Los Angeles Dodgers,Anthony Gonsolin,580500,0
Los Angeles Dodgers,Gavin Lux,580500,666158
Los Angeles Dodgers,Zach McKinstry,573000,656716
Los Angeles Dodgers,Matt Beaty,568325,607461
Los Angeles Dodgers,Garrett Cleavinger,493787,664076
Los Angeles Dodgers,Albert Pujols,426313,405395
Los Angeles Dodgers,Phil Bickford,407911,641360
Los Angeles Dodgers,Alex Vesia,368040,681911
Los Angeles Dodgers,Jake Reed,272963,0
Los Angeles Dodgers,Darien Nunez,266829,0
Los Angeles Dodgers,Zach Reks,263762,0
Miami Marlins,Wei,20000000,0
Miami Marlins,Martin Prado,15000000,445988
Miami Marlins,Starlin Castro,11857142,516770
Miami Marlins,Jose Urena,3200000,570632
Miami Marlins,Miguel Rojas,3155000,500743
Miami Marlins,Neil Walker,2000000,435522
Miami Marlins,Curtis Granderson,1750000,434158
Miami Marlins,Adam Conley,1125000,543045
Miami Marlins,Bryan Holaday,866880,592407
Miami Marlins,Jorge Alfaro,570000,595751
Miami Marlins,Tayron Guerrero,565000,594027
Miami Marlins,Caleb Smith,556500,592761
Miami Marlins,Sandy Alcantara,555000,645261
Miami Marlins,Garrett Cooper,555000,643265
Miami Marlins,Pablo Lopez,555000,641154
Miami Marlins,Jon Berti,486392,542932
Miami Marlins,Jarlin Garcia,462520,606424
Miami Marlins,Harold Ramirez,423728,623912
Miami Marlins,Tyler Kinley,367032,641755
Miami Marlins,Elieser Hernandez,355096,622694
Miami Marlins,Jordan Yamamoto,328240,657141
Miami Marlins,Jose Quijada,295416,650671
Miami Marlins,Jeff Brigham,292432,656257
Miami Marlins,Lewis Brinson,272785,621446
Miami Marlins,Austin Dean,226784,621573
Miami Marlins,Ryne Stanek,185013,592773
Miami Marlins,Corey Dickerson,2592593,572816
Miami Marlins,Starling Marte,1779988,516782
Miami Marlins,Miguel Rojas,1759259,500743
Miami Marlins,Jose Urena,1388889,570632
Miami Marlins,Brandon Kintzler,1111111,445213
Miami Marlins,Jesus Aguilar,953704,542583
Miami Marlins,Matt Joyce,648556,459964
Miami Marlins,Yimi Garcia,407407,554340
Miami Marlins,Brad Boxberger,370370,502202
Miami Marlins,Nick Vincent,309568,543883
Miami Marlins,Richard Bleier,288309,542947
Miami Marlins,Sandy Alcantara,229630,645261
Miami Marlins,Brian Anderson,227778,605119
Miami Marlins,Ryne Stanek,223778,592773
Miami Marlins,Jorge Alfaro,220370,595751
Miami Marlins,Jon Berti,220370,542932
Miami Marlins,Lewis Brinson,214815,621446
Miami Marlins,Garrett Cooper,214815,643265
Miami Marlins,Pablo Lopez,212963,641154
Miami Marlins,Magneuris Sierra,208704,642423
Miami Marlins,Stephen Tarpley,208704,605501
Miami Marlins,Chad Wallach,208704,595453
Miami Marlins,James Hoyt,195112,624586
Miami Marlins,Sixto Sanchez,121485,664350
Miami Marlins,Monte Harrison,118370,656509
Miami Marlins,Trevor Rogers,105910,669432
Miami Marlins,Starling Marte,12500000,516782
Miami Marlins,Miguel Rojas,5000000,500743
Miami Marlins,Jesus Aguilar,4350000,542583
Miami Marlins,Jorge Alfaro,2050000,595751
Miami Marlins,Adam Duvall,2000000,594807
Miami Marlins,Garrett Cooper,1900000,643265
Miami Marlins,Yimi Garcia,1900000,554340
Miami Marlins,Richard Bleier,1425000,542947
Miami Marlins,Sandy Leon,1108800,506702
Miami Marlins,Anthony Bass,1000000,542914
Miami Marlins,Dylan Floro,975000,571670
